190.72	0.0000E00
191.10	0.0000E00
191.48	0.0000E00
191.86	0.0000E00
192.24	0.0000E00
192.62	-0.0000E00
193.00	0.0000E00
193.38	-0.0000E00
193.76	0.0000E00
194.14	-0.0000E00
194.52	0.0000E00
194.90	-0.0000E00
195.28	-0.0000E00
195.65	0.0000E00
196.03	0.0000E00
196.41	0.0000E00
196.79	0.0000E00
197.17	-0.0000E00
197.55	-0.0000E00
197.93	0.0000E00
198.31	0.0000E00
198.69	0.0000E00
199.07	-0.0000E00
199.45	0.0000E00
199.83	-0.0000E00
200.21	-0.0000E00
200.58	-0.0000E00
200.96	0.0000E00
201.34	-0.0000E00
201.72	-0.0000E00
202.10	0.0000E00
202.48	0.0000E00
202.86	-0.0000E00
203.24	0.0000E00
203.62	-0.0000E00
203.99	-0.0000E00
204.37	-0.0000E00
204.75	-0.0000E00
205.13	0.0000E00
205.51	-0.0000E00
205.89	-0.0000E00
206.27	-0.0000E00
206.64	-0.0000E00
207.02	0.0000E00
207.40	-0.0000E00
207.78	0.0000E00
208.16	0.0000E00
208.54	-0.0000E00
208.92	-0.0000E00
209.29	-0.0000E00
209.67	0.0000E00
210.05	-0.0000E00
210.43	-0.0000E00
210.81	-0.0000E00
211.19	0.0000E00
211.56	-0.0000E00
211.94	-0.0000E00
212.32	-0.0000E00
212.70	-0.0000E00
213.08	-0.0000E00
213.45	-0.0000E00
213.83	0.0000E00
214.21	-0.0000E00
214.59	-0.0000E00
214.97	-0.0000E00
215.34	0.0000E00
215.72	0.0000E00
216.10	0.0000E00
216.48	-0.0000E00
216.86	-0.0000E00
217.23	0.0000E00
217.61	-0.0000E00
217.99	-0.0000E00
218.37	0.0000E00
218.74	0.0000E00
219.12	0.0000E00
219.50	-0.0000E00
219.88	-0.0000E00
220.26	-0.0000E00
220.63	0.0000E00
221.01	-0.0000E00
221.39	-0.0000E00
221.77	-0.0000E00
222.14	0.0000E00
222.52	-0.0000E00
222.90	-0.0000E00
223.27	-0.0000E00
223.65	-0.0000E00
224.03	-0.0000E00
224.41	-0.0000E00
224.78	-0.0000E00
225.16	-0.0000E00
225.54	-0.0000E00
225.92	0.0000E00
226.29	-0.0000E00
226.67	0.0000E00
227.05	0.0000E00
227.42	-0.0000E00
227.80	-0.0000E00
228.18	-0.0000E00
228.55	0.0000E00
228.93	0.0000E00
229.31	-0.0000E00
229.69	-0.0000E00
230.06	-0.0000E00
230.44	-0.0000E00
230.82	-0.0000E00
231.19	0.0000E00
231.57	-0.0000E00
231.95	0.0000E00
232.32	-0.0000E00
232.70	-0.0000E00
233.08	-0.0000E00
233.45	-0.0000E00
233.83	-0.0000E00
234.21	0.0000E00
234.58	0.0000E00
234.96	-0.0000E00
235.33	0.0000E00
235.71	0.0000E00
236.09	-0.0000E00
236.46	0.0000E00
236.84	-0.0000E00
237.22	0.0000E00
237.59	0.0000E00
237.97	-0.0000E00
238.35	0.0000E00
238.72	0.0000E00
239.10	0.0000E00
239.47	-0.0000E00
239.85	0.0000E00
240.23	0.0000E00
240.60	-0.0000E00
240.98	-0.0000E00
241.35	-0.0000E00
241.73	-0.0000E00
242.11	-0.0000E00
242.48	-0.0000E00
242.86	-0.0000E00
243.23	-0.0000E00
243.61	-0.0000E00
243.98	0.0000E00
244.36	0.0000E00
244.74	-0.0000E00
245.11	-0.0000E00
245.49	0.0000E00
245.86	-0.0000E00
246.24	0.0000E00
246.61	-0.0000E00
246.99	0.0000E00
247.37	0.0000E00
247.74	-0.0000E00
248.12	0.0000E00
248.49	0.0000E00
248.87	-0.0000E00
249.24	-0.0000E00
249.62	0.0000E00
249.99	-0.0000E00
250.37	-0.0000E00
250.74	0.0000E00
251.12	0.0000E00
251.49	-0.0000E00
251.87	-0.0000E00
252.24	0.0000E00
252.62	0.0000E00
252.99	0.0000E00
253.37	0.0000E00
253.74	0.0000E00
254.12	0.0000E00
254.49	0.0000E00
254.87	-0.0000E00
255.24	0.0000E00
255.62	-0.0000E00
255.99	-0.0000E00
256.37	-0.0000E00
256.74	-0.0000E00
257.12	-0.0000E00
257.49	-0.0000E00
257.87	-0.0000E00
258.24	-0.0000E00
258.62	-0.0000E00
258.99	-0.0000E00
259.37	-0.0000E00
259.74	-0.0000E00
260.11	-0.0000E00
260.49	0.0000E00
260.86	-0.0000E00
261.24	-0.0000E00
261.61	-0.0000E00
261.99	-0.0000E00
262.36	0.0000E00
262.74	-0.0000E00
263.11	-0.0000E00
263.48	0.0000E00
263.86	-0.0000E00
264.23	-0.0000E00
264.61	0.0000E00
264.98	-0.0000E00
265.35	-0.0000E00
265.73	-0.0000E00
266.10	-0.0000E00
266.48	0.0000E00
266.85	-0.0000E00
267.22	-0.0000E00
267.60	-0.0000E00
267.97	-0.0000E00
268.35	0.0000E00
268.72	0.0000E00
269.09	0.0000E00
